Name,Tags
Oop Ice Creamery,"['Ice Cream', 'Desserts']"
Dee Truffles,"['Desserts', 'Cafe']"
Pivoine Trading & Occasions,['Flowers']
Sable sweets,"['Cakes', 'Desserts']"
Queen Medical Hospital,['Pharmacy']
O Two Cafe,"['Salad', 'Burgers', 'Pizza']"
Clay Oven Cafe,"['Cafe', 'Desserts', 'Juices']"
Flat White Specialty Coffee,"['Coffee', 'Sandwiches', 'Qatari']"
Chettinad Aryaas,"['Breakfast', 'Indian', 'Curry']"
Bangalore Taj Restaurant,"['Breakfast', 'BBQ']"
Layali Aley Restaurant,"['Mandi', 'Manaqeesh', 'Grills']"
Lakbima,"['Asian', 'Noodles', 'Juices']"
Jawhara Abo Al Abed Restaurant,"['Arabic', 'Shawarma', 'Grills']"
Paper Moon Restaurant,"['Pizza', 'Seafood', 'Italian']"
Breezpack,['Specialty Store']
Restaurant And Kitchen Al Qaisi For Banquest Events And Daily Food,"['Mezze', 'Grills', 'Arabic']"
Mado Turkey,"['Turkish', 'International', 'Ice Cream']"
Diet Karak,"['Burgers', 'Cafeteria']"
Green Apple Nutrition,"['Italian', 'International', 'Asian']"
Qaser Albarzan,"['Curry', 'Beverages']"
Score Trading,"['Specialty Store', 'Supermarket', 'Convenience Store', 'Grocery']"
Teeffee Cafeteria and Restaurant,"['Cafeteria', 'Biryani', 'Asian']"
New Kamayan Restaurant,"['Filipino', 'Noodles']"
Barrad Ala Qalbak,"['Beverages', 'Cafe', 'Desserts']"
Al Saraya Turkish Restaurant,"['Fast Food', 'Shawarma', 'Grills']"
Cafeteria Al Farjah,"['Cafeteria', 'Sandwiches', 'Arabic']"
Wok To Walk,['Asian']
Baha,['Egyptian']
Mamlakat Al Sheffaa Pharmacy,['Pharmacy']
Blue And Pink Arts Events,['Flowers']
Triple Q Kitchen,"['Arabic', 'Italian']"
Acai By Reviive Cafe,"['Healthy', 'Smoothies', 'Acai', 'Sandwiches']"
Tim Hortons,"['Coffee', 'American', 'Cafe']"
Partners & Partners,"['Specialty Store', 'Supermarket', 'Coffee & Tea', 'Grocery']"
Dar Abou Nabil Restaurant,"['Arabic', 'Grills', 'Sandwiches']"
Melted Cafe,"['French', 'Cakes', 'Pastries']"
Canopus Cafe,"['Beverages', 'Desserts']"
The Empanada House,"['International', 'Bakery', 'Pies']"
NK Cafe,"['Cafe', 'Sandwiches', 'Desserts']"
Gormeh Sabzi,"['Grills', 'BBQ']"
Trend Restaurant,"['Burgers', 'Fast Food']"
Saida Bakery and Stores,"['Qatari', 'Shawarma', 'Grills']"
Abriq Tea,"['Sandwiches', 'International', 'Breakfast']"
Suisse Chalet Restaurant And Cafe,"['Street food', 'Sandwiches']"
Omssiyat Restaurant,"['Qatari', 'Shawarma', 'Grills']"
Hudson Tavern,"['Burgers', 'Sandwiches']"
Al Aker Sweets,"['Jordanian', 'Desserts', 'Arabic Sweets']"
Al Aseel Veterinary Clinic,['Pet Shop']
Kyoto,"['Breakfast', 'Desserts']"
Wraps and Chips,"['Qatari', 'Wraps', 'Sandwiches']"
Kuftah & Tarp Express Restaurant,"['Egyptian', 'Pastries', 'BBQ']"
Royal Village of Bukhari Restaurant,"['Arabic', 'Grills', 'Seafood', 'Qatari']"
Hot and Fresh cafeteria,"['Qatari', 'Curry', 'Cafe']"
Cake Bar,"['Cakes', 'Desserts']"
Shanghai Memory Restaurant,"['Asian', 'Soup', 'Salad']"
Sleepy,['Speciality Store']
Plan B Cafe,"['Cafe', 'Desserts']"
Al Shahoof For Popular Foods,"['Qatari', 'Kebab', 'Grills']"
Laduree Cafe,"['Qatari', 'Beverages', 'Cafe']"
Busaba Bangkok Thai,"['Chinese', 'Fried Chicken', 'Noodles']"
Coffee Bike,"['Cafe', 'Beverages', 'Juices']"
Mylk The Alternative Destination,"['Vegan', 'Gluten free', 'Chocolate']"
Low Carb Restaurant,"['Healthy', 'Sandwiches']"
Emissa Perfumes,"['Perfume', 'Cosmetics']"
Nom Yum Restaurant,"['Chinese', 'Thai', 'Noodles']"
Maia Lounge,"['Desserts', 'Coffee', 'Cafe']"
Pampangenos,"['Filipino', 'Chicken', 'Noodles']"
Twh Toys Trade Me,['Toys']
Tamils Restaurant,"['Noodles', 'Seafood']"
Tres Burger And Pizza House Restaurant ,['Pizza']
Orange Buffalo,"['Burgers', 'Sandwiches', 'Fried Chicken']"
Ghasaq Cafe and Restaurant,"['Street food', 'Sandwiches']"
The Grove,"['Burgers', 'Fast Food', 'American']"
Barahat Elfarej,"['Coffee', 'Cafe']"
Happiness Hormones,"['Desserts', 'Beverages', 'Cafe']"
Tea Station Cafeteria,"['Sandwiches', 'Beverages', 'Cafe']"
Care n Cure Pharmacy,['Pharmacy']
The Approved Market,"['Grocery', 'Convenience Store']"
Damage Cafe,"['Desserts', 'Coffee', 'Cafe']"
As You Like,"['Asian', 'Cafeteria', 'Biryani']"
Champions,"['Burgers', 'Fast Food', 'American']"
Lahore Fish,"['Breakfast', 'Indian']"
Bella Napoli Restaurant,"['Pizza', 'Breakfast', 'Italian']"
Go Fresh Cafe,"['Cafe', 'Desserts']"
Simply Shawarma Restaurant,"['Arabic', 'Shawarma & Doner']"
Rbyana SeaFoods,"['Seafood', 'Qatari', 'Sushi']"
Al Junoob,"['Fast Food', 'Sandwiches', 'Beverages']"
Blue Fig Restaurant,"['Pizza', 'Healthy', 'Italian']"
Chaoua Cafe,"['Cafe', 'Desserts', 'Beverages']"
Chili Bees,"['Curry', 'Grills', 'Indian']"
Mr. Burger,"['American', 'Burgers', 'Sandwiches']"
Hash One Restaurant,"['Asian', 'Biryani', 'Street food']"
ChocoLand,"['Desserts', 'Chocolate']"
Grand Joud Cafe,"['Arabic', 'Grills', 'Qatari']"
Teddy`s Cafe,"['Cafe', 'Sandwiches', 'Desserts', 'Burgers']"
The 14,"['Cafe', 'Sandwiches', 'Breakfast']"
White Ocean Pharmacy,['Pharmacy']
Osmanli Oud,"['Perfume', 'Cosmetics']"
Laura Cafe,"['Juices', 'Coffee', 'Breakfast']"
RP Tech Mobiles,['Electronics']
Venture Global,['Stationary']
Baladna,"['Arabic', 'Grills']"
Al Koufa Restaurant And Cafe,"['Qatari', 'BBQ', 'Grills']"
Cranio Cafe,"['Qatari', 'Cafeteria', 'Cafe']"
O Burger,"['American', 'Burgers', 'Fast Food']"
Batteel Café,"['Cafe', 'Arabic', 'International']"
Love Burger,"['Burgers', 'International', 'Beverages']"
Amara,"['Curry', 'Grills', 'Indian']"
Tea Way Cafeteria,"['Burgers', 'Cafeteria']"
Aurora Cafe,"['Cafe', 'Desserts', 'Beverages']"
Dolci Sera,"['Cakes', 'Desserts', 'Chocolate']"
Eat and Lose Restaurant,"['Salad', 'Healthy']"
Noble Chicken,"['American', 'Wings', 'Sliders']"
Anwar Al Khaleej Bakery,"['Arabic', 'Turkish']"
Planet Organic World,"['Grocery', 'Convenience Store']"
Noorjehan Msheireb Cafe,"['Asian', 'Biryani', 'Street food']"
Teddy`s Cafe,"['Cafe', 'Sandwiches', 'Desserts', 'Burgers']"
Great Restaurant,"['International', 'Cafeteria', 'Burgers']"
Education Above All,['Charity ']
Auntie Anne's,"['American', 'Sandwiches', 'Pizza']"
Moka Caffe,"['Cafe', 'Desserts', 'Coffee']"
Kabayan Brewers Specialty Coffee,"['Coffee', 'Cafe']"
Frodz Kitchen,['International']
Falafelgi Restaurant,"['Arabic', 'Breakfast', 'Sandwiches']"
Bombay Foods In Restaurant,"['Indian', 'Chinese']"
The Village,"['Kebab', 'Turkish', 'BBQ']"
Lviola Flowers & Chocolates,['Flowers']
Health and Beauty Pharmacy,['Pharmacy']
Yemeni House,"['Yemeni', 'Biryani', 'Arabic']"
Tanor Goha Restaurant,"['Turkish', 'BBQ', 'Grills']"
White Spot Cafe,"['Cafe', 'Desserts', 'Breakfast']"
Organic Land,"['Grocery', 'Supermarket']"
Krispy Kreme,"['Donuts', 'Desserts', 'Coffee']"
Tantuni,"['Sandwiches', 'International']"
PI Coffee,"['Beverages', 'Coffee', 'Desserts']"
Katmer Cafe,"['Coffee', 'Desserts']"
The Pearl of Mansaf Restaurant,"['Arabic', 'Jordanian', 'BBQ']"
Darb Al Zalaq Kitchen,"['Qatari', 'Mandi', 'Grills']"
Order Here Restaurant,"['Burgers', 'International', 'Fast Food']"
Amore Cafe,"['Qatari', 'Fast Food', 'Pizza']"
DCH,"['International', 'Pastries & Sweets', 'Grills']"
Majboos Al Walaida,"['Arabic', 'Qatari']"
Delish,"['Burgers', 'Pasta', 'Fast Food']"
Technical Care Center,['Electronics']
King Shawarma And Pastries,"['Shawarma & Doner', 'Pastries & Sweets']"
Chucky's Burger,"['Burgers', 'Beverages']"
Shrimpy,"['Seafood', 'Fast Food']"
The Cheesecake Factory,"['American', 'Burgers', 'Cakes']"
Al Falah Optics,['Optics']
Laayonak Turkish Restaurant,"['Pastries', 'Grills', 'Shawarma']"
Cupcake Queen Flowers,['Flowers']
Khyber Gate Kitchen Restaurant,"['Breakfast', 'BBQ']"
The Rose Garden,['Flowers']
Gharwa Restaurant,['Asian']
khaosan Thai Restaurant,"['Asian', 'Noodles', 'Thai']"
Top Social Flowers,['Flowers']
Mashawi Al Arabi,['Turkish']
Coffeeshop Company,"['Coffee', 'Cafe', 'Cakes']"
BOV Restaurant,"['American', 'Burgers', 'Fast Food']"
Rahmath Calicut Restaurant,"['Indian', 'Fast Food', 'Burgers']"
Miftah w Finjan,"['Chicken', 'Burgers', 'Grills']"
Shujaa Restaurant,"['Breakfast', 'BBQ']"
Waraq Ghar Restaurant,"['Qatari', 'Shawarma', 'Grills']"
Zaman Istanbul,"['Turkish', 'BBQ', 'Grills']"
Wahed Burger,"['Burgers', 'Beverages']"
Hooga Cafe,"['International', 'Cakes', 'Desserts']"
Damasca One,"['Arabic', 'Syrian', 'Grills']"
New My Mart,"['Grocery', 'Supermarket']"
Sweet Moments the Boutique,['Desserts']
Dhe Biriyani - Smaisma Cafe,"['Salad', 'Breakfast']"
Top Salad,"['Healthy', 'Bowls', 'Salad']"
Wholesome,"['Healthy', 'Coffee']"
Honey Special Cake Cafe,"['Desserts', 'Cakes']"
Fusion Tadka Restaurant,"['Indian', 'International', 'Asian', 'Biryani']"
Doha Dates,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
Alfarih Bakery,"['Bakery', 'Lebanese', 'Arabic']"
Falafel Karim,"['Arabic', 'Breakfast', 'Sandwiches']"
La Mexicana,"['Mexican', 'Tacos', 'Sandwiches']"
Calicut Notebook Restaurant,['Indian']
Green Apple Nutrition,"['Italian', 'International', 'Asian']"
Hardee's,"['Burgers', 'Fast Food', 'American']"
Bleue,['Flowers']
Dip N Dip,"['Desserts', 'International', 'Pancakes']"
Wondas Waffle Park,"['Waffles', 'Milkshakes', 'Desserts']"
Three Sisters,"['Breakfast', 'Cafe', 'Crepes']"
Wrap It,"['Sandwiches', 'Wraps', 'Salad']"
W K Wedad Kitchen,['Arabic']
Verdura Care,['Specialty Store']
Soul Bowl Cafe,"['Salad', 'Cafe', 'Healthy']"
O Grill,"['Arabic', 'Shawarma', 'Sandwiches']"
Aromas Ootupura,"['Asian', 'Indian', 'Chinese']"
WrapByT,['Speciality Store']
Osha Asian Bistro,"['Asian', 'Korean', 'Thai']"
Shawarma balanti Restaurant,"['Arabic', 'Shawarma']"
Ambula,['Asian']
Fresh Corner Restaurant,"['Burgers', 'Pasta', 'Curry']"
Tiger cookies,"['Desserts', 'Chocolate', 'Cafe']"
Mokalat Harees AlWalda,"['Biryani', 'Grills']"
Loaded Cafe,"['Cafe', 'Desserts', 'Breakfast']"
Parfait chocolate,"['Beverages', 'Ice cream', 'Desserts']"
Thalatheen Cafe,"['Healthy', 'Vegan', 'Gluten free']"
Deliziosa Restaurant,"['Italian', 'Pizza', 'Fast Food']"
Express Grocery,"['Grocery', 'Supermarket']"
Matbakh Al Jalsa,"['Mandi', 'Arabic', 'Fast Food']"
Brother's Pizza,"['Italian', 'Pizza', 'Fast Food']"
Al Radda Bakery,"['Bakery', 'Pastries']"
Kitchen Palace,"['Arabic', 'Mandi', 'Qatari']"
Marimar,['Arabic']
Hot N Cool,"['Juices', 'Burgers']"
Aspasia Restaurant,['Arabic']
Fatayer Station,"['Pastries', 'Arabic']"
Oop Ice Creamery,"['Ice Cream', 'Desserts']"
Eglantria Trading and Events,"['Flowers', 'Specialty Store']"
Albayt Alromancy,"['Qatari', 'Arabic', 'Grills']"
Rotana,"['Indian', 'BBQ', 'Biryani']"
Baba Chai,"['International', 'Burgers', 'Desserts']"
Tawook Republic,"['Arabic', 'Grills']"
Kiddy Zone,['Toys']
Ahla Riqaq Cafeteria And Restaurant,"['Street food', 'BBQ']"
Aspro Restaurant,"['Coffee', 'Cafe', 'Qatari']"
Dajajki,"['Indian', 'Arabic']"
Falcon Cookies,"['Desserts', 'Beverages']"
Oriental Kitchen,"['Asian', 'Filipino', 'Chinese']"
Mashmum And Yasmine Trading,['Flowers']
Qasr Aldewaniah Oman Sweets,"['Desserts', 'Omani']"
Fresh Time Fruits And Vegetables,"['Fruits & Vegetables', 'Grocery', 'Specialty Store', 'Supermarket']"
Hookies Cookies,"['Desserts', 'Chocolate']"
Rare Group Studio,"['Specialty Store', 'Services']"
Beirutiyat,"['Pastries', 'Grills', 'Sandwiches']"
XFire Restaurant,"['Noodles', 'Asian', 'Bowls']"
DGrill,"['Grills', 'Indian', 'BBQ']"
Icy Melon,"['Qatari', 'Healthy', 'Cakes']"
AL Gharafa Automatic Bakery,"['Bakery', 'Desserts', 'Cakes']"
Lala Restaurant,"['International', 'Qatari']"
Sammach,"['Seafood', 'Qatari', 'Arabic']"
Syrian House Restaurant,"['Arabic', 'Grills']"
Total Care Pharmacy,['Pharmacy']
Cafe Como,"['Coffee', 'Cafe', 'Cakes']"
Scorpion Cafe,"['Cafe', 'Desserts', 'Beverages']"
New York Steakhouse,"['Steaks', 'American', 'Fast Food']"
Dawaa Plus Pharmacy,"['Pharmacy', 'Supplement']"
Gourmet District,"['Salad', 'Sandwiches', 'Pizza']"
Sweet Station,"['Desserts', 'Chocolate', 'Arabic Sweets']"
Barahat Al Wakra,"['Indian', 'Vegetarian', 'Biryani']"
Sel & Miel,"['Sandwiches', 'French', 'Pastries']"
Jolly Bee Restaurant & Sweets,"['International', 'Desserts']"
Just Parrata,['Sandwiches']
Torba Cafe,"['Healthy', 'Cafe']"
Rashat Sukar,"['Desserts', 'Chocolate', 'Pastries']"
Hanoverian,"['Chocolate', 'Desserts']"
Al Bajrawiyya Restaurant,['Arabic']
Al Nfnaf,['Flowers']
Baraha Restaurant,"['Biryani', 'Pizza', 'Pasta']"
Roots Restaurant,"['Cakes', 'Coffee', 'Desserts']"
Al-Ashkal Al-Thlathh,['International']
Alrai Pastry Bakery,"['Bakery', 'Pastries', 'Arabic']"
Chennai Spices Restaurant,"['Asian', 'Soup']"
Cake And Coffee,"['Cafe', 'Desserts']"
White Palace Restaurant,"['Breakfast', 'BBQ']"
Pepsi Cola,['Beverages']
Sweet Sensation For Sweets And Pastry,"['Desserts', 'Pastries']"
Al Saj Al Shami,"['Syrian', 'Manaqeesh', 'Grills']"
Alkout Kitchens,"['Arabic', 'Mandi', 'Kuwaiti']"
Asiana The Curry House,"['Curry', 'Indian']"
New Boishakhi Restaurant,"['Indian', 'Chinese', 'Arabic']"
Faraya Restaurant & Cafe,"['Lebanese', 'Seafood', 'Breakfast']"
Argan Restaurant,"['Manaqeesh', 'Grills', 'Arabic']"
Bella Pasta,"['Italian', 'Pizza', 'Fast Food']"
Takos King,"['Burgers', 'Sandwiches']"
P.F Chang's,"['Noodles', 'Chinese', 'Asian']"
Izba Chaikhana Restaurant,['International']
FujiFilm,"['Accessories ', 'Specialty Store']"
Kurinji Restaurant,"['Chinese', 'Biryani', 'Street food']"
Monal Restaurant,['Pakistani']
Lebami Toys,"['Toys', 'Accessories ']"
Integral Vending Solutions,"['Specialty Store', 'Supermarket', 'Coffee & Tea', 'Grocery']"
Rise,['Sandwiches']
Babu Ji,"['Indian', 'Curry', 'Street food']"
Patibon,"['Chocolate', 'Desserts', 'Qatari']"
Rolling And Rolling Tasty Life,"['Cafe', 'Desserts', 'Juices']"
Green and Go,"['Sandwiches', 'Healthy', 'Smoothies']"
Ottoman Palace Restaurant,"['Turkish', 'BBQ', 'Filipino']"
Roasted n Broasted Restaurant,"['Chicken', 'Fast Food', 'American']"
Hadeem Dates & Sweets,"['Qatari', 'Arabic Sweets', 'Desserts']"
Gokul Gujarati Restaurant,"['Asian', 'Juices', 'Curry']"
Toys 4 Me,['Toys']
Kava Cafe,"['Cafe', 'Desserts', 'Cakes']"
Shiitake,"['American', 'Burgers']"
O Grill,"['Arabic', 'Shawarma', 'Sandwiches']"
Konafa Habiba Al Dar,"['Desserts', 'Arabic']"
Bradma Qatar Food,"['Grocery', 'Supermarket']"
Pizza Box,"['Pizza', 'American']"
Pure Sweet,"['Arabic Sweets', 'Desserts', 'Chocolate']"
Evening Spice,"['Fish & chips', 'Seafood']"
Love Burger,"['Burgers', 'International', 'Beverages']"
Komar Pot for Indian food,"['Qatari', 'Curry', 'Biryani']"
Royal Panoor Restaurant,"['Indian', 'Asian', 'Biryani']"
Amazing Cup Cake,"['Qatari', 'Cakes', 'Desserts']"
Uncle Tetsu,"['Qatari', 'Cakes', 'Desserts']"
Kairali Al Tanoor,"['Asian', 'Salad', 'Seafood']"
Harvest Coffee,"['Juices', 'Breakfast', 'Desserts']"
Blended Cafe,"['Breakfast', 'Cafe', 'Coffee']"
Laya Flower,['Flowers']
Marcheese Restaurant,"['Burgers', 'Sandwiches', 'American']"
Seventy Eight Restaurant,"['Qatari', 'Breakfast', 'Pizza']"
Croissant And More,"['French', 'Breakfast', 'Sandwiches']"
Change Up Restaurant,"['Burgers', 'Fast Food', 'American']"
Seasonal Tastes by The Westin Doha Hotel,"['Mezze', 'Grills', 'Arabic']"
Al Yasmeen Flowers,['Flowers']
Toasted Food And Coffee,"['Fast Food', 'Coffee', 'Desserts']"
Wahet Al Sham,"['Arabic', 'Grills']"
Spice Up Grill & Restaurant,"['Curry', 'Grills', 'Indian']"
Khaosan Thai Express,['Asian']
Abou Afif Sandwich,"['Sandwiches', 'Lebanese', 'Fast Food']"
Al Aseel Veterinary Clinic,['Pet Shop']
Magma Cafe,"['Desserts', 'Cakes', 'Cafe']"
Dar Maryam Brothers Restaurant,"['International', 'Desserts', 'Arabic']"
Open Arabia,"['Mezze', 'Grills', 'Turkish']"
Kabayan Brewers Specialty Coffee,"['Coffee', 'Cafe']"
Al Shams Trading - Voda Voda,"['Water', 'Speciality Store']"
Momoouche,"['Manaqeesh', 'Lebanese', 'Pastries']"
Pistachio`s Restaurant,"['Breakfast', 'BBQ']"
Burgertory,"['American', 'Sandwiches', 'Pasta']"
Corn Dog,"['Qatari', 'Street food', 'Burgers']"
Haagen Dazs,"['Desserts', 'Ice Cream']"
The Breakfast Club,"['Pancakes', 'American', 'Breakfast']"
Taco Makers,['Mexican']
Crisp,"['Arabic', 'Fast Food', 'Fried Chicken']"
So Souffle Bakery,"['Cafe', 'Waffles']"
Cloud & Co.,"['Gelato', 'Cafe', 'Desserts']"
Doha Dates,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
LalQila Restaurant,"['Indian', 'BBQ', 'Grills']"
Or Bon Bon,"['Cakes', 'Desserts', 'Chocolate']"
South Street Burger,"['Burgers', 'Fast Food']"
Fresh Way,"['Breakfast', 'Burgers']"
Al Safair Restaurant,"['Breakfast', 'BBQ']"
Diet Delights,"['Cafe', 'Qatari', 'American']"
Biriyani Corner,"['Breakfast', 'Soup', 'BBQ']"
Lily House Cafe,"['Desserts', 'International', 'Pastries']"
Mamlakat Al Sheffaa Pharmacy,['Pharmacy']
974 Cafe,"['Desserts', 'Cafe']"
Jones The Grocer,"['Pancakes', 'Breakfast', 'Salad']"
Asmar Restaurant,"['Arabic', 'Pastries', 'Pizza']"
IBN ALBITAR PHARMACY,['Pharmacy']
AL Sultan Restaurant,"['Qatari', 'BBQ', 'Grills']"
Noir e Blanc,['Chocolate']
Pearl of Beirut,"['Coffee', 'Arabic', 'Beverages']"
Amaravathi Restaurant,"['Breakfast', 'BBQ']"
Shish W Tawook,"['Arabic', 'Grills']"
Kof Coffee,"['Cafe', 'Desserts', 'Juices']"
Aurora Cafe,"['Cafe', 'Desserts', 'Beverages']"
El Dokan,"['Egyptian', 'Street food', 'Sandwiches']"
Toasted Food And Coffee,"['Fast Food', 'Coffee', 'Desserts']"
Bacolod Chicken BBQ House,"['Street food', 'BBQ']"
Sweet Treats,"['Smoothies', 'Fruits', 'Desserts']"
3ngood,['Arabic']
Lamsy Plaza Restaurant,"['Breakfast', 'BBQ']"
The Village,"['Kebab', 'Turkish', 'BBQ']"
Roasted n Broasted Restaurant,"['Chicken', 'Fast Food', 'American']"
Al-Ashkal Al-Thlathh,['International']
Rose VIP Cafe,"['Salad', 'Seafood', 'Fast Food']"
Al Bayt Al Romancy,"['Arabic', 'Grills', 'Qatari']"
Blends,"['Qatari', 'Sushi', 'Seafood']"
El Firin,"['Arabic', 'Lebanese']"
Town Cup Cafe,"['Cafe', 'Beverages', 'Coffee']"
Mr. Grill Restaurant,"['Indian', 'Pastries', 'Pizza']"
Al Manqal Kitchen Feast,['Iranian']
Icicles,['Desserts']
Chubby Crepes,"['American', 'Desserts', 'Crepes']"
Mini Zoo Pet Shop,['Pet Shop']
Millennium Medical Center,['Pharmacy']
Burger And Burmait,"['American', 'Burgers']"
Chocoloco,"['Cafe', 'Desserts']"
101 Caffe,"['Specialty Store', 'Coffee']"
Melt Burger Restaurant,"['Burgers', 'Street food']"
Twins 22 Cafe,"['Cafe', 'Desserts', 'Beverages']"
Do Cafe,"['Coffee', 'Desserts']"
Burger Boutique,"['Burgers', 'Fast Food', 'American']"
B Lounge,"['Sushi', 'Seafood', 'Japanese']"
Al Mihrab Perfumes,['Perfume']
Neo,"['Asian', 'Sushi', 'Seafood']"
Venture Global,['Stationary']
Burgerillas,"['Pizza', 'Pasta', 'Sandwiches']"
Zaitoon Restaurant & Grills,"['Breakfast', 'Indian', 'Asian']"
Hesh Restaurant,['Arabic']
Cafe Bazza,"['Cafe', 'Sandwiches', 'International']"
Off Cafe,"['Desserts', 'Cakes', 'Cafe']"
MiniMe Pancakes,"['Pancakes', 'Breakfast', 'Desserts']"
Tofu House Second Restaurant,"['Korean', 'Asian', 'Noodles']"
Japang,"['Burgers', 'Sandwiches', 'Pasta']"
Toyphoon,['Toys']
Beirut Afandi Hilton West Bay,"['Lebanese', 'Grills', 'Sandwiches']"
Ocean Chef Restaurant,"['Healthy', 'Arabic', 'Asian', 'Mexican', 'Italian']"
Delord Gourmet Restaurant & Cafe,['International']
Duhail Food centre,"['Grocery', 'Supermarket']"
Al Siraj Medical Center,['Pharmacy']
Grey Speciality Coffee,"['Cafe', 'Sandwiches', 'Desserts']"
Tabak Al Sharq,"['Arabic', 'Qatari', 'Turkish']"
Mix Bzar,['Specialty Store']
Pick And Save Supermarket,"['Grocery', 'Supermarket']"
Tea Republic Cafeteria,"['Burgers', 'Cafeteria']"
South Street Burger,"['Burgers', 'Fast Food']"
Pancake Rush,"['Pancakes', 'Breakfast', 'Desserts']"
Roastado,"['Cafe', 'Desserts', 'Juices']"
Nutrikitch,"['Specialty Store', 'Healthy']"
Low Calories Restaurant,"['Healthy', 'Coffee']"
Il Gelato Di Bruno,"['Cafe', 'Desserts']"
New Boishakhi Restaurant,"['Indian', 'Chinese', 'Arabic']"
Noor Turkey Restaurant,"['Doner', 'Street food']"
Italia Mia Ristorante Pizzeria,"['Italian', 'Pasta', 'Fast Food']"
Sangeetha Vegetarian Restaurant,"['Indian', 'Vegetarian', 'Curry']"
Patisserie Suisse,"['Qatari', 'Chocolate', 'Arabic Sweets']"
Sub Karak,"['Cafe', 'Sandwiches', 'International']"
Perhaps Cafe,"['Coffee', 'Cafe', 'Beverages']"
Mimz Flowers & Chocolate,['Flowers']
Lapaz Batchoy,"['Chinese', 'Noodles', 'Seafood']"
Black Beard,"['Pastries', 'Cafe', 'International']"
Al Shahoof For Popular Foods,"['Qatari', 'Kebab', 'Grills']"
Second Cup,"['Coffee', 'Cafe']"
"Al Mashreq Medicine, Al Waab","['Pharmacy', 'Speciality Store']"
The Hub,"['Grocery', 'Supermarket']"
Nom Yum Restaurant,"['Chinese', 'Thai', 'Noodles']"
Al Karam Banquet,"['Arabic', 'Seafood', 'Qatari']"
Shanghai Memory Restaurant,"['Asian', 'Soup', 'Salad']"
Al Mandarin,"['Beverages', 'Sandwiches', 'Healthy']"
Pro Burger,"['American', 'Burgers', 'Sandwiches']"
ChocoLand,"['Desserts', 'Chocolate']"
Soft Restaurant,"['Qatari', 'Biryani', 'Burgers']"
Little Italy,"['Pizza', 'Pasta']"
Mr. Saltaa Restaurant,"['Sandwiches', 'Seafood', 'International']"
Bob Burger,"['Burgers', 'Sandwiches', 'American']"
Healthy's Restaurant,['Healthy']
Noodles Wok,['Asian']
Rosemary Cafe,"['Cakes', 'Cafe', 'International']"
Al Machbous Traditional kitchen,"['Qatari', 'Mandi', 'Grills']"
Viva Mexico,"['Cafe', 'Tacos']"
Low Calories Restaurant,"['Healthy', 'Coffee']"
Al Salatheen Cafe,"['Street food', 'Sandwiches', 'Snacks']"
Al Bandar Restaurant,"['Salad', 'Grills']"
Eva Lounge,"['Cafe', 'Desserts', 'International']"
Detox Natural Juice,['Juices']
Triple Z,"['Beverages', 'Cakes and Desserts', 'Desserts']"
Lavender Chocolates,"['Flowers', 'Chocolate']"
Bienars,"['Specialty Store', 'Supermarket', 'Nuts & Dried Fruit', 'Grocery']"
Royal Perfume Corner And Trade,['Perfume']
Wahed Burger,"['Burgers', 'Beverages']"
Basta,"['Breakfast', 'Qatari', 'Arabic']"
Pinkberry,"['Desserts', 'Ice Cream', 'Frozen Yogurt']"
Crave,"['Healthy', 'International', 'Sandwiches']"
Burj Al Hamam,"['Lebanese', 'BBQ', 'Grills']"
Rollstar shawarma & falafel,"['Lebanese', 'Shawarma', 'Breakfast']"
Crisp,"['Arabic', 'Fast Food', 'Fried Chicken']"
P.F Chang's,"['Chinese', 'Asian', 'Noodles']"
O Two Cafe,"['Salad', 'Burgers', 'Pizza']"
Bait Al Majbous Restaurant,"['Qatari', 'Catering ', 'Mandi']"
Rota Party,['Specialty Store']
Eclat Cakes and Chocolate,"['Cakes and Desserts', 'Pastries & Sweets', 'Chocolate']"
Sukar Pasha,"['Turkish', 'Grills']"
Diet Mood Plus,"['Beverages', 'Sandwiches', 'Desserts']"
220 Two Twenty Restaurant,['Burgers']
White Spot Cafe,"['Cafe', 'Desserts', 'Breakfast']"
Harah Masriya Restaurant,"['Egyptian', 'Sandwiches', 'Desserts']"
Arkan Restaurant,"['Sandwiches', 'Turkish', 'Shawarma & Doner']"
Rotana,"['Indian', 'BBQ', 'Biryani']"
Store 974,['Electronics']
Sweet Treats,"['Smoothies', 'Fruits', 'Desserts']"
Qatar Pharmacy,['Pharmacy']
Casa Paco,"['Pizza', 'Spanish', 'Seafood']"
Love Burger,"['Burgers', 'International', 'Beverages']"
Byalh Kitchens for Traditional Food,"['Mandi', 'Arabic', 'Fast Food']"
Aziz Al Bukhari mendi Restaurant,"['Noodles', 'Snacks']"
Frit Flagey,"['American', 'Burgers']"
Koozi,"['Arabic', 'Beverages', 'Desserts']"
Le Bon Bon,"['Desserts', 'Chocolate', 'Pastries']"
Othmani Turkish Restaurant,"['Turkish', 'Grills']"
Koshary Al Omda,"['Pasta', 'Koshary', 'Street food']"
Al Hussaini Enterprises,['Electronics']
Pakistani Restaurant,"['Breakfast', 'BBQ']"
Mehek,['Indian']
